Material Number,Manufacturer Name,Manufacturer Article Number,Type Code,Short Text,Plant,Storage Location,Storage Bin,Technical Drawing Number,Technical Parameters,Remark 1,GTIN,SPARETECH ID,eClass [10.1],Storage Location,MRP Type_VB_ND,Purchasing Group,Valuation Class,Order Quantity_HB_FX,Fixed Order Quantity,Minimum Stock,Current Inventory Level,Maximum Quantity,Reorder Level,Base Unit of Measure,Purchase Order Text,Supplier Name,Supplier Article Number,Time Of Delivery,Price,MRP Type,Purchasing Value Key,Quantity Functional Location,Technical Location,Quantity Technical Location,Equipment,Quantity Equipment,Purchased Part/In-House Production,Language,Remark 2,New Creation ID
ERSA000076,Balluff,BSE0008,BSE 44.0-RK,Switch element,Chicago,0020-EF50|0020-PF90,E440,,,,,,,0020-PL15|0020-EF50,VB,568,6010,HB,2,,,1,1,PC,Switch element BSE0008 Balluff,,,,0,ZA,,,1589,1,48568 | 55879,4 I 1,Purchased Part,EN,,
ERSA000077,Rittal,5050068,TS 5050.068,Lock case complete,Tokyo,0020-EF50,K780,,,,,,,0020-EF50|0020-PF90,VB,568,6010,HB,1,,,1,1,PC,Lock case complete 5050068 Rittal,,,,0,ZA,,,2644,2,48568 | 55879,1 I 8,Purchased Part,EN,,
ERSA000079,SMC,CQ2A50TF-40DCZ,Compact cylinder CQ2A50TF-40DCZ,Compact cylinder,Cape Town,0020-PF90,606028,,,,,,,0020-EF50,VB,568,6010,HB,3,,,0,1,PC,Compact cylinder CQ2A50TF-40DCZ SMC,,,,196.56,ZA,,,2064,3,56588,10,Purchased Part,EN,,
ERSA000080,MURR,7000-40021-6340150,,ROUND CONNECTOR,Tokyo,0020-PL15|0020-EF50|0020-PF90,606029,,,,,,,0020-PF90,VB,568,6010,HB,1,,,3,1,PC,ROUND CONNECTOR 7000-40021-6340150 MURR,,,,0,ZA,,,2782,1,78836,5,Purchased Part,EN,,
ERSA000081,SEW-EURODRIVE GmbH & Co. KG,8279780,MDX61B0040-5A3-4-0T/DFS21B,INVERTER 4.0KW MDX61B0040-5A,Mexico City,0020-PL15|0020-EF50,606030,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,568,6010,FX,3,,,0,1,PC,INVERTER 4.0KW MDX61B0040-5A 8279780 SEW-EURODRIVE GmbH & Co. KG,,,,0,ZA,,,1871,2,55885,8,Purchased Part,EN,,
ERSA000082,Bosch Rexroth AG,R900424149,,"Valve Rexroth, DBDS 10 K1X/200",Chicago,0020-EF50|0020-PF90,606031,,,,,,,0020-PL15|0020-EF50,VB,568,6010,HB,2,,,0,1,PC,"Valve Rexroth, DBDS 10 K1X/200 R900424149 Bosch Rexroth AG",,,,0,ZA,,,4336,3,77557,8,Purchased Part,EN,,
ERSA000083,TUENKERS,216955,,MITNEHMER KPL.,Stuttgart,0020-PL15,606019,,,,,,,0020-EF50|0020-PF90,VB,568,6010,FX,1,,,3,1,PC,MITNEHMER KPL. 216955 TUENKERS,,,,0,ZA,,,1690,1,15986,8,Purchased Part,EN,,
ERSA000084,SEW-EURODRIVE GmbH & Co. KG,KA57 DRM100L12BE2/AME8/TH,KA57 DRM100L12BE2/AME8/TH,BEVEL GEAR MOTOR KA57 DRM,Toronto,0020-EF50,606020,,,,,,,0020-PL15,VB,568,6010,HB,1,,,5,1,PC,BEVEL GEAR MOTOR KA57 DRM KA57 DRM100L12BE2/AME8/TH SEW-EURODRIVE GmbH & Co. KG,,,,1909.77,ZA,,,3303,2,15796,1,Purchased Part,EN,,
ERSA000085,Turck,1644140,,sensor,Stuttgart,0020-PF90,,,,,,,,0020-EF50,VB,568,6010,HB,3,,,3,1,PC,sensor 1644140 Turck,,,,74.84,ZA,,,1195,3,45863,4,Purchased Part,EN,,
ERSA000086,igus,GSM-1214-05,,PLAIN BEARING GSM-1214-05,Stuttgart,0020-PL15|0020-EF50|0020-PF90,,,,,,,,0020-PF90,VB,568,6010,HB,1,,,5,1,PC,PLAIN BEARING GSM-1214-05 GSM-1214-05 igus,,,,0.69,ZA,,,4749,1,48576,8,Purchased Part,EN,,
ERSA000087,WAGO Kontakttechnik,852-111,,Industrial ECO switch 852-111,Buenoes Aires,0020-PL15|0020-EF50,0012L02007,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,568,6010,FX,2,,,5,1,PC,Industrial ECO switch 852-111 852-111 WAGO Kontakttechnik,,,,0,ZA,,,1603,2,15579,11,Purchased Part,EN,,
ERSA000088,Pepperl+Fuchs,LICHTSCHRANKE RL39-54/32/40A/82A/116,88820,light barrier,Stuttgart,0020-EF50|0020-PF90,0012L02043,,,,,,,0020-PL15|0020-EF50,VB,568,6010,HB,3,,,1,1,PC,light barrier LICHTSCHRANKE RL39-54/32/40A/82A/116 Pepperl+Fuchs,,,,0,ZA,,,1471,3,45578,20,Purchased Part,EN,,
ERSA000089,Bosch Rexroth AG,3842523916,,"cover cap, flat plate black",Tokyo,0020-PL15,0012L02007,,,,,,,0020-EF50|0020-PF90,VB,568,6010,HB,3,,,4,1,PC,"cover cap, flat plate black 3842523916 Bosch Rexroth AG",,,,0,ZA,,,3653,1,36598,6,Purchased Part,EN,,
ERSA000090,Weidmueller,1240940000,IE-SW-VL08MT-8TX,SWITCH IE-SW-VL08MT-8TX,Cape Town,0020-EF50,0012L02007,,,,,,,0020-PL15,VB,568,6010,HB,1,,,4,1,PC,SWITCH IE-SW-VL08MT-8TX 1240940000 Weidmueller,,,,0,ZA,,,4341,2,12678,3,Purchased Part,EN,,
ERSA000091,TUENKERS,228736,F. CYL.  MK 63.1,PUFFER,Toronto,0020-PF90,0012L02013,,,,,,,0020-EF50,VB,568,6010,HB,3,,,0,1,PC,PUFFER 228736 TUENKERS,,,,0,ZA,,,1195,3,12576,3,Purchased Part,EN,,
ERSA000092,Phoenix Contact,1417443,Connector VS-08-M12MR-10G-P SCO,Connector,Tokyo,0020-PL15|0020-EF50|0020-PF90,0012L01014,,,,,,,0020-PF90,VB,568,6010,FX,3,,,2,1,PC,Connector 1417443 Phoenix Contact,,,,0,ZA,,,1961,1,257968,3,Purchased Part,EN,,
ERSA000093,TURCK,1625853,Inductive sensor NI50U-QV40-AP6X2-H1141,Sensor,Toronto,0020-PL15|0020-EF50,0012L01014,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,568,6010,HB,1,,,2,1,PC,Sensor 1625853 TURCK,,,,76.22,ZA,,,3612,2,12546,1,Purchased Part,EN,,
ERSA000094,Norelem,08900-A1000X12,,Drill bush cyl. form A 10x15x12 ,Toronto,0020-EF50|0020-PF90,0012L01014,,,,,,,0020-PL15|0020-EF50,VB,568,6010,HB,2,,,0,1,PC,Drill bush cyl. form A 10x15x12  08900-A1000X12 Norelem,,,,6.34,ZA,,,3625,3,478562,1,Purchased Part,EN,,
ERSA000095,Balluff GmbH,BMF003F,BMF 303K-PS-C-2-S49-00.2,"Ini Bal BMF 303K-PS_C-2-S49-00,2",Mexico City,0020-EF50,0012L02028,,,,,,,0020-EF50|0020-PF90,VB,568,6010,FX,3,,,5,1,PC,"Ini Bal BMF 303K-PS_C-2-S49-00,2 BMF003F Balluff GmbH",,,,0,ZA,,,4002,1,7854|7858|66986,1 I 0 I 0,Purchased Part,EN,,
ERSA000097,WAGO,750-467,,"2AI BUS CLAMP 0-10V DC ; 0,08-2,5mm²",Chicago,0020-PF90,0012L02008,,,,,,,0020-EF50,VB,568,6010,HB,2,,,2,1,PC,"2AI BUS CLAMP 0-10V DC ; 0,08-2,5mm² 750-467 WAGO",,,,2.45,ZA,,,1772,2,6589|7854,0 I 3,Purchased Part,EN,,
ERSA000098,Turck,4613601,"Sensor inductive, Ni3,5-Q5,5-AP6X",sensor,Chicago,0020-PL15|0020-EF50,0012L01014,,,,,,,0020-PF90,VB,568,6010,HB,1,,,0,1,PC,sensor 4613601 Turck,,,,0,ZA,,,4888,3,458796|785625,0 I 2,Purchased Part,EN,,
ERSA000100,Balluff,BOS01M4,BOS 6K-PU-LK10-S75,Light barrier,Toronto,0020-EF50|0020-PF90,0012L01014,,,,,,,0020-PL15|0020-EF50,VB,568,6010,FX,3,,,2,1,PC,Light barrier BOS01M4 Balluff,,,,0,ZA,,,2020,1,48568 | 55879,1 I 0,Purchased Part,EN,,
ERSA000101,igus,TR.70.07,,Self-aligning bearing f.Triflex R70 w.glide through,Chicago,0020-PL15,B450,,,,,,,0020-EF50|0020-PF90,VB,568,6010,FX,2,,,0,1,PC,Self-aligning bearing f.Triflex R70 w.glide through TR.70.07 igus,,,,3.4,ZA,,,4071,2,48568 | 55879,2 I 2,Purchased Part,EN,,
ERSA000102,Rittal,SK 3329540,,Air conditioner,Buenoes Aires,0020-EF50,Z356,,,,,,,0020-PL15,VB,568,6010,HB,3,,,3,1,PC,Air conditioner SK 3329540 Rittal,,,,0,ZA,,,3342,3,56588,2,Purchased Part,EN,,
ERSA000103,TUENKERS,216890,K 50 A12/K2 50 A11/K63 AS A11,SPANNING ARM,Stuttgart,0020-PF90,G690,,,,,,,0020-EF50,VB,568,6010,HB,1,,,4,1,PC,SPANNING ARM 216890 TUENKERS,,,,0,ZA,,,4294,1,78836,2,Purchased Part,EN,,
ERSA000104,TUENKERS,245812,K MK-APH-V 50.1 A42,CLAMPING ARM COMPLETE,Toronto,0020-PL15|0020-EF50|0020-PF90,F340,,,,,,,0020-PF90,VB,568,6010,HB,2,,,0,1,PC,CLAMPING ARM COMPLETE 245812 TUENKERS,,,,0,ZA,,,1205,2,55885,2,Purchased Part,EN,,
ERSA000105,SMC,ARJ 1020 F - M5 - 04,Pressure regulator ARJ 1020 F - M5 - 04,Pressure regulator,Mexico City,0020-PL15|0020-EF50,L900,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,568,6010,FX,3,,,3,1,PC,Pressure regulator ARJ 1020 F - M5 - 04 SMC,,,,1490.13,ZA,,,4434,3,77557,4,Purchased Part,EN,,
ERSA000106,Balluff,BHS002Y,BES 516-300-S249-S4-E,Sensor,Buenoes Aires,0020-EF50|0020-PF90,D470,,,,,,,0020-PL15|0020-EF50,VB,568,6010,HB,3,,,5,1,PC,Sensor BHS002Y Balluff,,,,86.1,ZA,,,3021,1,15986,6,Purchased Part,EN,,
ERSA000107,Bosch Rexroth AG,R900536812,,Valve DBEME 10-5X-315YG24K31M,Mexico City,0020-PL15,H230,,,,,,,0020-EF50|0020-PF90,VB,568,6010,HB,1,,,4,1,PC,Valve DBEME 10-5X-315YG24K31M R900536812 Bosch Rexroth AG,,,,0,ZA,,,2453,2,15796,8,Purchased Part,EN,,
ERSA000108,Balluff GmbH,BGL0019,BGL 30A-003-S49,Light barrier BGL 30A-003-S49,Chicago,0020-EF50,A168,,,,,,,0020-PL15,VB,568,6010,FX,3,,,1,1,PC,Light barrier BGL 30A-003-S49 BGL0019 Balluff GmbH,,,,0,ZA,,,2720,3,45863,2,Purchased Part,EN,,
ERSA000109,Festo,543861,"543861 SME-8M-DS-24V-K0,3-M8D                                                                       ",Proximity switch,Mexico City,0020-PF90,C560,,,,,,,0020-EF50,VB,568,6010,HB,3,,,1,1,PC,Proximity switch 543861 Festo,,,,0,ZA,,,3265,1,48576,3,Purchased Part,EN,,
ERSA000110,Norelem,03001-206,,03001-206,Stuttgart,0020-PL15|0020-EF50|0020-PF90,E440,,,,,,,0020-PF90,VB,568,6010,HB,2,,,0,1,PC,03001-206 03001-206 Norelem,,,,0,ZA,,,2129,2,15579,6,Purchased Part,EN,,
ERSA000111,PHOENIX CONTACT GmbH & Co. KG,1405484 /0.500 M,VS-PPC-J-1220-1227-1020-…,PROFINET-Y-DISTRIBUTOR,Tokyo,0020-PL15|0020-EF50,K780,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,568,6010,HB,3,,,5,1,PC,PROFINET-Y-DISTRIBUTOR 1405484 /0.500 M PHOENIX CONTACT GmbH & Co. KG,,,,0,ZA,,,4716,3,45578,10,Purchased Part,EN,,
ERSA000112,SMC,CDRB 1 BW20-270S,SMC part-turn actuator CDRB 1 BW 20-27O S,,Buenoes Aires,0020-EF50|0020-PF90,606028,,,,,,,0020-PL15|0020-EF50,VB,568,6010,HB,3,,,5,1,PC, CDRB 1 BW20-270S SMC,,,,0,ZA,,,1638,1,36598,5,Purchased Part,EN,,
ERSA000113,PHOENIX CONTACT GmbH & Co. KG,1694075,SAC-4P-M12MS/ 5.0-PUR/M12FS,SENSOR/ACTUATOR CABLE 4PIN,Tokyo,0020-EF50,606029,,,,,,,0020-EF50|0020-PF90,VB,568,6010,FX,1,,,2,1,PC,SENSOR/ACTUATOR CABLE 4PIN 1694075 PHOENIX CONTACT GmbH & Co. KG,,,,0,ZA,,,3793,2,12678,8,Purchased Part,EN,,
ERSA000115,SMC,17381,Druckluftzylinder CD85N12-200-B,pneumatic cylinder,Stuttgart,0020-PF90,606030,,,,,,,0020-EF50,VB,568,6010,HB,3,,,0,1,PC,pneumatic cylinder 17381 SMC,,,,0,ZA,,,3081,3,257968,8,Purchased Part,EN,,
ERSA000116,Hans Turck Gmbh & Co. KG,1580252,BI3U-M12E-VP4X-H1141,INDUCTIVE SENSOR,Tokyo,0020-PL15|0020-EF50|0020-PF90,606031,,,,,,,0020-PF90,VB,568,6010,FX,2,,,1,1,PC,INDUCTIVE SENSOR 1580252 Hans Turck Gmbh & Co. KG,,,,71.56,ZA,,,1301,1,12546,8,Purchased Part,EN,,
ERSA000117,igus,E065.4/9.018,,chain link E065.4/9.018,Buenoes Aires,0020-PL15|0020-EF50,606019,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,568,6010,HB,3,,,4,1,PC,chain link E065.4/9.018 E065.4/9.018 igus,,,,88.34,ZA,,,1802,2,478562,2,Purchased Part,EN,,
ERSA000118,MURR ELEKTRON,7000083210000000 MIT SCHNEIDKL,#,CONNECTOR STRAIGHT,Cape Town,0020-EF50|0020-PF90,606020,,,,,,,0020-PL15|0020-EF50,VB,568,6010,HB,3,,,0,1,PC,CONNECTOR STRAIGHT 7000083210000000 MIT SCHNEIDKL MURR ELEKTRON,,,,98.44,ZA,,,1515,3,7854|7858|66986,2 I 4 I 6,Purchased Part,EN,,
ERSA000119,Turck,4686052,"Limit switch BIM-UNTK-AP6X-0,5-PSG3M/S909",Limit switch,Chicago,0020-PL15,,,,,,,,0020-EF50|0020-PF90,VB,568,6010,FX,3,,,2,1,PC,Limit switch 4686052 Turck,,,,65.81,ZA,,,2666,1,867936,11,Purchased Part,EN,,
ERSA000120,Hans Turck Gmbh & Co. KG,1635333,NI15U-MT18-AP6X-H1141,INDUCTIVE SENSOR,Mexico City,0020-PF90,,,,,,,,0020-PL15,VB,568,6010,FX,2,,,2,1,PC,INDUCTIVE SENSOR 1635333 Hans Turck Gmbh & Co. KG,,,,71.83,ZA,,,4281,2,6589|7854,4 I 2,Purchased Part,EN,,
ERSA000122,PHOENIX CONTACT GmbH & Co. KG,6710747,CUC-PPC-C2ZNI-SX/24FKP5,POWER CONNECTOR 5-POLE,Buenoes Aires,0020-PL15|0020-EF50|0020-PF90,0012L02028,,,,,,,0020-PF90,VB,568,6010,FX,2,,,0,1,PC,POWER CONNECTOR 5-POLE 6710747 PHOENIX CONTACT GmbH & Co. KG,,,,77.85,ZA,,,3035,3,48568 | 55879,2 I 5,Purchased Part,EN,,
ERSA000123,BRAMMER,1914176,IS10E-4002,pressure switch,Cape Town,0020-PL15|0020-EF50,0012L02008,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,568,6010,FX,3,,,1,1,PC,pressure switch 1914176 BRAMMER,,,,63.98,ZA,,,1311,1,48568 | 55879,1 I 0,Purchased Part,EN,,
ERSA000124,Turck,1590854,"WinkelsensorRi360P1-QR14-ELiU5X2-0,3-RS5",sensor,Tokyo,0020-EF50|0020-PF90,0012L01014,,,,,,,0020-PL15|0020-EF50,VB,568,6010,FX,3,,,3,1,PC,sensor 1590854 Turck,,,,76.22,ZA,,,3696,2,48568 | 55879,0 I 3,Purchased Part,EN,,
ERSA000125,Balluff,BOS008E,BOS 26K-PA-1LHB-S4-C,Light sensor,Mexico City,0020-PL15,0012L01014,,,,,,,0020-EF50|0020-PF90,VB,568,6010,HB,2,,,3,1,PC,Light sensor BOS008E Balluff,,,,85.33,ZA,,,4746,3,56588,3,Purchased Part,EN,,
ERSA000126,Norelem,07534-06X40,,Fitting screw with shoulder,Stuttgart,0020-EF50,B450,,,,,,,0020-PL15,VB,568,6010,HB,2,,,4,1,PC,Fitting screw with shoulder 07534-06X40 Norelem,,,,74.84,ZA,,,2245,1,78836,3,Purchased Part,EN,,
ERSA000127,Balluff,BOS01FL,BOS 23K-PA-RH10-S4,Reflection light barrier,Tokyo,0020-PF90,Z356,,,,,,,0020-EF50,VB,568,6010,FX,2,,,1,1,PC,Reflection light barrier BOS01FL Balluff,,,,159.74,ZA,,,3829,2,55885,1,Purchased Part,EN,,
ERSA000128,Pepperl+Fuchs,130546,NCN50-FP-W-P1,Sensor,Mexico City,0020-PL15|0020-EF50|0020-PF90,G690,,,,,,,0020-PF90,VB,568,6010,HB,2,,,5,1,PC,Sensor 130546 Pepperl+Fuchs,,,,0,ZA,,,3689,3,77557,1,Purchased Part,EN,,
ERSA000129,Weidmueller,1877950000,SAI-10-S12 3P M8 L,sensor/actuator box,Mexico City,0020-PL15|0020-EF50,F340,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,568,6010,HB,1,,,3,1,PC,sensor/actuator box 1877950000 Weidmueller,,,,0,ZA,,,3050,1,15986,1,Purchased Part,EN,,
ERSA000130,PHOENIX CONTACT GmbH & Co. KG,2938633,QUINT-PS-3X400-500AC/24DC/30,POWER SUPPLY,Chicago,0020-EF50|0020-PF90,L900,,,,,,,0020-PL15|0020-EF50,VB,568,6010,FX,3,,,3,1,PC,POWER SUPPLY 2938633 PHOENIX CONTACT GmbH & Co. KG,,,,0,ZA,,,3187,2,15796,2,Purchased Part,EN,,
ERSA000131,SMC,300-57-407,Cylinder CP96 SDB63-80,cylinder,Mexico City,0020-PL15,D470,,,,,,,0020-EF50|0020-PF90,VB,568,6010,FX,2,,,4,1,PC,cylinder 300-57-407 SMC,,,,0,ZA,,,3514,3,45863,8,Purchased Part,EN,,
ERSA000132,MURR ELEKTRONIK,7000-08081-6301000,M8 BU. 90 FREE LTG. END P,ROUND CONNECTOR,Buenoes Aires,0020-EF50,,,,,,,,0020-PL15,VB,568,6010,HB,3,,,0,1,PC,ROUND CONNECTOR 7000-08081-6301000 MURR ELEKTRONIK,,,,0,ZA,,,4977,1,48576,9,Purchased Part,EN,,
ERSA000133,Rittal,CP 6501.140,,Angle piece Panel,Cape Town,0020-PF90,0012L02007,,,,,,,0020-EF50,VB,568,6010,FX,3,,,3,1,PC,Angle piece Panel CP 6501.140 Rittal,,,,0,ZA,,,4742,2,15579,4,Purchased Part,EN,,
ERSA000134,Phoenix Contact,2861234,IBIL 24 DI4-PAC,digital input card,Cape Town,0020-PL15|0020-EF50|0020-PF90,0012L02043,,,,,,,0020-PF90,VB,568,6010,HB,3,,,1,1,PC,digital input card 2861234 Phoenix Contact,,,,0,ZA,,,2881,3,45578,5,Purchased Part,EN,,
ERSA000135,Balluff,BNS819-B02-R08-40-11,Cam switch BNS01R5,cam switch,Chicago,0020-PL15|0020-EF50,0012L02007,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,568,6010,HB,3,,,5,1,PC,cam switch BNS819-B02-R08-40-11 Balluff,,,,0,ZA,,,3209,1,36598,2,Purchased Part,EN,,
ERSA000136,ifm electronic,OU5043,,OUF-HPKG/US-100-DPS,Tokyo,0020-EF50|0020-PF90,0012L02007,,,,,,,0020-PL15|0020-EF50,VB,568,6010,HB,2,,,5,1,PC,OUF-HPKG/US-100-DPS OU5043 ifm electronic,,,,0,ZA,,,2726,2,12678,4,Purchased Part,EN,,
ERSA000137,Bosch Rexroth AG,R166619420,,Ball carriage CS KWD-015-SKS-C0-N-1,Cape Town,0020-PL15,0012L02013,,,,,,,0020-EF50|0020-PF90,VB,568,6010,HB,1,,,2,1,PC,Ball carriage CS KWD-015-SKS-C0-N-1 R166619420 Bosch Rexroth AG,,,,0,ZA,,,1242,3,12576,4,Purchased Part,EN,,
ERSA000138,WAGO,2002-1407,,Protective conductor terminal 2002-1407,Stuttgart,0020-EF50,0012L01014,,,,,,,0020-PL15,VB,568,6010,FX,3,,,5,1,PC,Protective conductor terminal 2002-1407 2002-1407 WAGO,,,,1.4,ZA,,,3557,1,257968,1,Purchased Part,EN,,
ERSA000139,Bosch Rexroth AG,R160520131,,Guide rail CS KSA-025-SNS-S-MA-AK,Cape Town,0020-PF90,0012L01014,,,,,,,0020-EF50,VB,568,6010,FX,1,,,3,1,PC,Guide rail CS KSA-025-SNS-S-MA-AK R160520131 Bosch Rexroth AG,,,,0,ZA,,,1435,2,12546,1,Purchased Part,EN,,
ERSA000140,igus,06.10.028.0 60,,ENERGY CHAIN 06.10.028.0 60,Tokyo,0020-PL15|0020-EF50|0020-PF90,0012L01014,,,,,,,0020-PF90,VB,568,6010,HB,1,,,3,1,PC,ENERGY CHAIN 06.10.028.0 60 06.10.028.0 60 igus,,,,240.1,ZA,,,4530,3,478562,4,Purchased Part,EN,,
ERSA000141,Bosch Rexroth AG,R 928006324,,FILTERELEMENT 2.0018H20XL-A00-0-M,Toronto,0020-PL15|0020-EF50,0012L02028,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,568,6010,FX,2,,,5,1,PC,FILTERELEMENT 2.0018H20XL-A00-0-M R 928006324 Bosch Rexroth AG,,,,0,ZA,,,2893,1,7854|7858|66986,1 I 5 I 3,Purchased Part,EN,,
ERSA000142,Harting,19300100272,Harting 10B 19300100272,Base housing,Toronto,0020-EF50|0020-PF90,0012L02008,,,,,,,0020-PL15|0020-EF50,VB,568,6010,HB,1,,,4,1,PC,Base housing 19300100272 Harting,,,,0,ZA,,,4305,2,867936,10,Purchased Part,EN,,
ERSA000143,PHOENIX CONTACT GmbH & Co. KG,1404134,SAC-8P-M 8MS/ 0.6-PUR/M 8FS SH,SENSOR/ACTUATOR CABLE. 8-PIN,Mexico City,0020-PL15,0012L01014,,,,,,,0020-EF50|0020-PF90,VB,568,6010,FX,3,,,5,1,PC,SENSOR/ACTUATOR CABLE. 8-PIN 1404134 PHOENIX CONTACT GmbH & Co. KG,,,,86.1,ZA,,,4045,3,6589|7854,1 I 7,Purchased Part,EN,,
ERSA000144,SMC,SMC AS1201F-M5-06,,,Stuttgart,0020-EF50,0012L01014,,,,,,,0020-PL15,VB,568,6010,FX,3,,,4,1,PC, SMC AS1201F-M5-06 SMC,,,,0,ZA,,,1428,1,458796|785625,5 I 8,Purchased Part,EN,,
ERSA000145,Turck,4602112,,Sensor,Stuttgart,0020-PF90,B450,,,,,,,0020-EF50,VB,568,6010,HB,1,,,0,1,PC,Sensor 4602112 Turck,,,,98.44,ZA,,,3728,1,48568 | 55879,2 I 4,Purchased Part,EN,,
ERSA000146,MURR,7000-08121-6301500,,ROUND CONNECTOR ANGLED,Toronto,0020-PL15|0020-EF50|0020-PF90,Z356,,,,,,,0020-PF90,VB,568,6010,HB,1,,,1,1,PC,ROUND CONNECTOR ANGLED 7000-08121-6301500 MURR,,,,0,ZA,,,4213,2,48568 | 55879,1 I 0,Purchased Part,EN,,
ERSA000147,Phoenix Contact,2708999,SUBCON-PLUS-CAN/SC2,BUS CONNECTOR,Buenoes Aires,0020-PL15|0020-EF50,G690,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,568,6010,HB,1,,,3,1,PC,BUS CONNECTOR 2708999 Phoenix Contact,,,,0,ZA,,,1322,3,48568 | 55879,2 I 2,Purchased Part,EN,,
ERSA000148,Weidmueller,1898241000,SAIL-M12BW-12-10U,Sensor cable one-sided. SAIL-M12BW-12-10U,Buenoes Aires,0020-EF50|0020-PF90,F340,,,,,,,0020-PL15|0020-EF50,VB,568,6010,HB,1,,,0,1,PC,Sensor cable one-sided. SAIL-M12BW-12-10U 1898241000 Weidmueller,,,,71.56,ZA,,,1213,1,56588,1,Purchased Part,EN,,
ERSA000149,MURR ELEKTRONIK,7000-12021-6340500,7000-12021-6340500,CONNECTING CABLE,Stuttgart,0020-PL15,L900,,,,,,,0020-EF50|0020-PF90,VB,568,6010,HB,1,,,5,1,PC,CONNECTING CABLE 7000-12021-6340500 MURR ELEKTRONIK,,,,0,ZA,,,4402,2,78836,1,Purchased Part,EN,,
ERSA000150,Phoenix Contact,2692322,Module IL PB BK DI8 DO4/EF-PAC,Module,Mexico City,0020-EF50,D470,,,,,,,0020-PL15,VB,568,6010,FX,1,,,4,1,PC,Module 2692322 Phoenix Contact,,,,0,ZA,,,4332,3,55885,1,Purchased Part,EN,,
ERSA000151,Rittal,SK3374.100,,Air/water heat exchanger SK3374.100,Buenoes Aires,0020-PF90,H230,,,,,,,0020-EF50,VB,568,6010,HB,2,,,0,1,PC,Air/water heat exchanger SK3374.100 SK3374.100 Rittal,,,,0,ZA,,,3231,1,77557,2,Purchased Part,EN,,
ERSA000152,Bosch Rexroth AG,R928006710,,"Filter element/Rexroth, R928006710",Chicago,0020-PL15|0020-EF50|0020-PF90,A168,,,,,,,0020-PF90,VB,568,6010,HB,2,,,2,1,PC,"Filter element/Rexroth, R928006710 R928006710 Bosch Rexroth AG",,,,0,ZA,,,3462,2,15986,8,Purchased Part,EN,,
ERSA000153,Brammer,948393,LER-VE 80R-FI-FA,Swivel castor,Mexico City,0020-EF50|0020-PF90,C560,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,568,6010,FX,2,,,4,1,PC,Swivel castor 948393 Brammer,,,,0,ZA,,,1676,3,15796,9,Purchased Part,EN,,
ERSA000155,Bosch Rexroth AG,3842538944,,Round belt L=1790 COEXTRUD.SW A,Mexico City,0020-PL15,E440,,,,,,,0020-EF50|0020-PF90,VB,568,6010,HB,3,,,2,1,PC,Round belt L=1790 COEXTRUD.SW A 3842538944 Bosch Rexroth AG,,,,0,ZA,,,1775,1,48576,4,Purchased Part,EN,,
ERSA000156,ifm electronic,IGS204,IGB3008BBPKG/US-104,SENSOR ,Mexico City,0020-EF50,K780,,,,,,,0020-PL15,VB,568,6010,FX,1,,,5,1,PC,SENSOR  IGS204 ifm electronic,,,,65.81,ZA,,,4821,2,15579,3,Purchased Part,EN,,
ERSA000157,Rittal GmbH & Co. KG,3181100,SK 3239.200,SK FILTER MAT,Mexico City,0020-PF90,606028,,,,,,,0020-EF50,VB,568,6010,FX,1,,,0,1,PC,SK FILTER MAT 3181100 Rittal GmbH & Co. KG,,,,71.83,ZA,,,3163,3,45578,5,Purchased Part,EN,,
ERSA000158,Phoenix Contact,2866802,"Power supply, Quint-PS/3AC/24DC/40",Power supply,Buenoes Aires,0020-PL15|0020-EF50|0020-PF90,606029,,,,,,,0020-PF90,VB,568,6010,FX,2,,,5,1,PC,Power supply 2866802 Phoenix Contact,,,,86.1,ZA,,,1415,1,36598,2,Purchased Part,EN,,
ERSA000159,ifm electronic,OJ5148,OJH-FPKG/SO/AS,"diffuse sensor, OJH-FPKG/SO/AS",Toronto,0020-PL15|0020-EF50,606030,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,568,6010,HB,1,,,3,1,PC,"diffuse sensor, OJH-FPKG/SO/AS OJ5148 ifm electronic",,,,130.45,ZA,,,3423,2,12678,1,Purchased Part,EN,,
ERSA000160,Norelem,02010-061,,"Support bolt Norelem, 02010-061, 10x4,5",Chicago,0020-EF50|0020-PF90,606031,,,,,,,0020-PL15|0020-EF50,VB,568,6010,FX,3,,,2,1,PC,"Support bolt Norelem, 02010-061, 10x4,5 02010-061 Norelem",,,,5.58,ZA,,,2025,3,12576,4,Purchased Part,EN,,
